Compañia,"Desc, compañia",Auxiliar,"Desc, auxiliar",Saldo inicial,Saldo final
175,FCP TC LATAM COMPARTIMENTO A,512505120,EMISORES EXTRANJEROS,0,"15257333,38"
175,FCP TC LATAM COMPARTIMENTO A,513015003,REVISORIA FISCAL,0,"6297739,87"
175,FCP TC LATAM COMPARTIMENTO A,513535010,POR REEXPRESION DE  OTROS ACTIVOS,0,"284462015,6"
175,FCP TC LATAM COMPARTIMENTO A,514005011,IMPOVENTAS,0,"2229550,99"
175,FCP TC LATAM COMPARTIMENTO A,517040010,DE INVERSIONES,0,"259622283,2"
175,FCP TC LATAM COMPARTIMENTO A,590505010,CANCELACION DE INGRESOS RF,0,"-307013265,4"
175,FCP TC LATAM COMPARTIMENTO A,590505015,CANCELACION DE INGRESOS RV,0,-1826866883
175,FCP TC LATAM COMPARTIMENTO A,810505120,EMISORES EXTRANJEROS,4965969061,2348062066
175,FCP TC LATAM COMPARTIMENTO A,830505010,DEUDORAS POR CONTRA,-5430342238,-2719831336
176,FCP TC LATAM - COMPARTIMENTO B,111505529,"(TB) BANCOLOMBIA Cta No,03141537287","38948428,61","80421258,95"
176,FCP TC LATAM - COMPARTIMENTO B,111510004,(LB) BANCOLOMBIA PANAMA CTA: 80100001882,"17565137,97",192581982
176,FCP TC LATAM - COMPARTIMENTO B,130120120,EMISORES EXTRANJEROS,"274476854,1",0
176,FCP TC LATAM - COMPARTIMENTO B,130205300,EMISORES  NACIONALES,"64735501,96","0,01"
176,FCP TC LATAM - COMPARTIMENTO B,130210300,EMISORES EXTRANJEROS,1146722883,"670990134,1"
176,FCP TC LATAM - COMPARTIMENTO B,136000300,INVERSIONES DERECHOS FIDUCIARIOS,"67941529,6","67941529,6"
176,FCP TC LATAM - COMPARTIMENTO B,161695004,"(LD) BCO DAVIVIENDA cta No,482800025215","8183,1","45688,11"
176,FCP TC LATAM - COMPARTIMENTO B,161695015,GASTOS VARIOS DE ADMON,0,"4,09"
176,FCP TC LATAM - COMPARTIMENTO B,161695045,CUENTA CORRIENTE,"38120686,6","285546620,1"
176,FCP TC LATAM - COMPARTIMENTO B,163035010,IVA DESCONTABLE 19%,"33489,2","17486,9"
176,FCP TC LATAM - COMPARTIMENTO B,169895010,DETERIORO OTRAS CUENTAS POR COBRAR,0,"-76522565,94"
176,FCP TC LATAM - COMPARTIMENTO B,253105003,CUENTA CORRIENTE IBA,0,0
176,FCP TC LATAM - COMPARTIMENTO B,253105110,CUENTA COMPENSACION,"-42635568,91","-262206906,4"
165,FCP INVERSOR COMPARTIMENTO B,411495003,"(IN) DAVIVIENDA Cta No, 482800051898",0,"-83065,27"
165,FCP INVERSOR COMPARTIMENTO B,411495427,"(IB) BANCOLOMBIA Cta No,69000001709",0,"-150,17"
165,FCP INVERSOR COMPARTIMENTO B,411495999,OTROS,0,"-0,02"
165,FCP INVERSOR COMPARTIMENTO B,511512010,GASTOS BANCARIOS,0,"2365,36"
165,FCP INVERSOR COMPARTIMENTO B,511548010,"COMISION DE ADMINISTRACION R,F,",0,"3954365,1"
165,FCP INVERSOR COMPARTIMENTO B,511595011,COMISION GESTOR PROFESIONAL,0,"14876712,36"
165,FCP INVERSOR COMPARTIMENTO B,514005011,IMPOVENTAS,0,"124113,63"
165,FCP INVERSOR COMPARTIMENTO B,514005015,IVA COMISION GESTOR PROFESIONAL,0,"2826575,34"
165,FCP INVERSOR COMPARTIMENTO B,519095999,OTROS,0,0
165,FCP INVERSOR COMPARTIMENTO B,810505205,EMISORES NACIONALES,1078829793,1045073661
165,FCP INVERSOR COMPARTIMENTO B,830505010,DEUDORAS POR CONTRA,-1078829793,-1045073661
165,FCP INVERSOR COMPARTIMENTO B,840505998,ACREEDORAS POR CONTRA PESOS,933500000,933500000
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",161695045,CUENTA CORRIENTE,"92,67",0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",250110010,COMISION CUSTODIA FIJA,0,0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",250295050,OTROS PROVEEDORES,0,0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",250305020,RTE FTE PROVEEDORES,0,0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",253105003,CUENTA CORRIENTE IBA,0,0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,"-455101450,1",0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",511325010,COMISION CUSTODIA FIJA,0,0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",511512010,GASTOS BANCARIOS,0,0
167,"FDO DE CAPITAL PRIVADO ENERGETICO ANDINO-COMPART, A",514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,111505527,"(AII) BANCOLOMBIA Cta No,69000001710","1048282,98","1063847,04"
173,FONDO DE CAPITAL PRIVADO ALTRA II,130210300,EMISORES EXTRANJEROS,7944075977,8185041243
173,FONDO DE CAPITAL PRIVADO ALTRA II,161695015,GASTOS VARIOS DE ADMON,0,"13,56"
173,FONDO DE CAPITAL PRIVADO ALTRA II,161695045,CUENTA CORRIENTE,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,161695999,PROVEEDORES,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,192595030,AMORTIZACION COMISION DE ADMON,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,250105010,HONORARIOS,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,250110010,COMISION CUSTODIA FIJA,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,250195010,COMISION DE GESTION,"-58564453,35","-127064753,6"
173,FONDO DE CAPITAL PRIVADO ALTRA II,250305011,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,250305020,RTE FTE PROVEEDORES,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,253105003,CUENTA CORRIENTE IBA,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,253105110,CUENTA COMPENSACION,"-12605903,01","-4168943,81"
176,FCP TC LATAM - COMPARTIMENTO B,410705115,OTROS EMISORES NACIONALES,0,0
176,FCP TC LATAM - COMPARTIMENTO B,410705120,EMISORES EXTRANJEROS,0,"-15260152,36"
176,FCP TC LATAM - COMPARTIMENTO B,411495004,"(LB) BANCOLOMBIA PANAMA CTA,80100001882",0,"-268347,44"
176,FCP TC LATAM - COMPARTIMENTO B,411495529,"(TB) BANCOLOMBIA Cau No,03141537287",0,"-815528,53"
176,FCP TC LATAM - COMPARTIMENTO B,411495999,OTROS,0,"-50247593,65"
176,FCP TC LATAM - COMPARTIMENTO B,414515010,ARRENDAMIENTO INMUEBLES IVA 19%,0,"-2469667,74"
176,FCP TC LATAM - COMPARTIMENTO B,510605120,EMISORES EXTRANJEROS,0,0
176,FCP TC LATAM - COMPARTIMENTO B,511548010,"COMISION DE ADMINISTRACION R,F,",0,"4323785,44"
176,FCP TC LATAM - COMPARTIMENTO B,511595015,OTRAS COMISIONES,0,"160018,8"
176,FCP TC LATAM - COMPARTIMENTO B,512505120,EMISORES EXTRANJEROS,0,"4395091,47"
176,FCP TC LATAM - COMPARTIMENTO B,514005011,IMPOVENTAS,0,"637014,55"
176,FCP TC LATAM - COMPARTIMENTO B,519095999,OTROS,0,0
176,FCP TC LATAM - COMPARTIMENTO B,590505010,CANCELACION DE INGRESOS RF,0,"-83659227,23"
176,FCP TC LATAM - COMPARTIMENTO B,590505015,CANCELACION DE INGRESOS RV,0,"-525139900,4"
176,FCP TC LATAM - COMPARTIMENTO B,810505120,EMISORES EXTRANJEROS,1421199738,"670990134,1"
176,FCP TC LATAM - COMPARTIMENTO B,830505010,DEUDORAS POR CONTRA,-1553876769,"-777052350,3"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505002,"(FE) BCO BOGOTA Cta No,049335052","65374770,89","21953910,04"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505007,"(FE) BANCO BBVA Cta No, 895000075","194970780,6","35685844,52"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505103,"(60) BANCOLOMBIA Cta No,17854124126","29133302,5","29130054,48"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505159,REPUBLICA OTROS,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505197,"(60) DAVIVIENDA Cta No,005070366660","63262299,33",645991621
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505207,"(60) DAVIVIENDA Cta No,005070350045","3453480,6","159323395,8"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505208,"(60) DAVIVIENDA Cta No,005069994357",56600000,56600000
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505400,"(60) REPUBLICA Cta No,62255476","1000,19","1000,39"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,122005010,"COMP DE TRANSF DE INV EN OP SIM,",0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,130115115,OTROS EMISORES NACIONALES,243761725450,141501711100
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695003,"(FE) OCCIDENTE Cta No, 219885886","562005,68","126843,06"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695005,"(FE) BANCO COLPATRIA Cta No, 0072967711","-8196382,09","-8504641,2"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695015,GASTOS VARIOS DE ADMON,0,"11874,09"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695016,"60) CORFICOLOMBIANA Cau No,2111600","432636,76","432636,76"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695045,CUENTA CORRIENTE,0,"153984,78"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695072,"(60) CITIBANK Cta Cau No,5082432029","135140,85","135140,85"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695083,"(60) OCCIDENTE Cau No,288839293","2835,4","11937841,54"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695197,"(60) DAVIVIENDA Cta Cau No,005070366660","25877,28","164677,82"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695350,"(60) BANCOLOMBIA Cta Cau No,0132098160","7155,52","9112,8"
173,FONDO DE CAPITAL PRIVADO ALTRA II,410805805,POR INCREMENTO EN EL VALOR DE MERCADO,0,0
173,FONDO DE CAPITAL PRIVADO ALTRA II,411495999,OTROS,0,"-0,15"
173,FONDO DE CAPITAL PRIVADO ALTRA II,511512010,GASTOS BANCARIOS,0,"10824,07"
173,FONDO DE CAPITAL PRIVADO ALTRA II,511548010,"COMISION DE ADMINISTRACION R,F,",0,30000000
173,FONDO DE CAPITAL PRIVADO ALTRA II,511595011,COMISION GESTOR PROFESIONAL,0,"58890898,68"
173,FONDO DE CAPITAL PRIVADO ALTRA II,514005011,IMPOVENTAS,0,"5917819,8"
173,FONDO DE CAPITAL PRIVADO ALTRA II,514005015,IVA COMISION GESTOR PROFESIONAL,0,"9465245,47"
173,FONDO DE CAPITAL PRIVADO ALTRA II,515525010,RESPONSABILIDAD CIVIL,0,"678023,33"
173,FONDO DE CAPITAL PRIVADO ALTRA II,519095999,OTROS,0,"0,15"
173,FONDO DE CAPITAL PRIVADO ALTRA II,590505010,CANCELACION DE INGRESOS RF,0,"702681,37"
173,FONDO DE CAPITAL PRIVADO ALTRA II,810505210,EMISORES EXTRANJEROS,7944075977,8185041243
173,FONDO DE CAPITAL PRIVADO ALTRA II,830505010,EMISORES EXTRANJEROS,-7944075977,-8185041243
175,FCP TC LATAM COMPARTIMENTO A,111505436,"(TA) BANCOLOMBIA Cta No, 03141537163","159226557,7","309966945,6"
175,FCP TC LATAM COMPARTIMENTO A,111510002,(LA) BANCOLOMBIA PANAMA CTA: 80100001881,"279445674,2","876027954,7"
175,FCP TC LATAM COMPARTIMENTO A,130115115,OTROS EMISORES NACIONALES,0,"133973916,2"
175,FCP TC LATAM COMPARTIMENTO A,130120120,EMISORES EXTRANJEROS,"952832335,6",0
175,FCP TC LATAM COMPARTIMENTO A,136000300,INVERSIONES DERECHOS FIDUCIARIOS,"237795353,6","237795353,6"
175,FCP TC LATAM COMPARTIMENTO A,161205010,ARRENDAMIENTOS DE BIENES PROPIOS,0,0
175,FCP TC LATAM COMPARTIMENTO A,161695001,"(LT) BANCOLOMBIA Cta No,69000002514","-938,58","-762,04"
175,FCP TC LATAM COMPARTIMENTO A,161695045,CUENTA CORRIENTE,"133973916,2",1046854836
175,FCP TC LATAM COMPARTIMENTO A,169895010,DETERIORO OTRAS CUENTAS POR COBRAR,0,"-259622283,2"
175,FCP TC LATAM COMPARTIMENTO A,182705010,PROPIEDADES DE INVERSION,"530105628,2","530105628,2"
175,FCP TC LATAM COMPARTIMENTO A,192595030,AMORTIZACIÓN COMISIÓN DE ADMÓN,0,0
175,FCP TC LATAM COMPARTIMENTO A,250110010,COMISION CUSTODIA FIJA,0,0
175,FCP TC LATAM COMPARTIMENTO A,250295050,OTROS PROVEEDORES,0,0
175,FCP TC LATAM COMPARTIMENTO A,250295050,OTROS PROVEEDORES,0,0
175,FCP TC LATAM COMPARTIMENTO A,250295050,OTROS PROVEEDORES,0,0
175,FCP TC LATAM COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
175,FCP TC LATAM COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
175,FCP TC LATAM COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
175,FCP TC LATAM COMPARTIMENTO A,250340010,SOBRE LAS VENTAS POR PAGAR 19%,"-1082889,2","-560247,7"
175,FCP TC LATAM COMPARTIMENTO A,253105003,CUENTA CORRIENTE IBA,0,0
175,FCP TC LATAM COMPARTIMENTO A,253105110,CUENTA COMPENSACION,"-149228473,9","-974046186,8"
175,FCP TC LATAM COMPARTIMENTO A,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-6384405484,-4250525335
175,FCP TC LATAM COMPARTIMENTO A,410705120,EMISORES EXTRANJEROS,0,"-52974814,12"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695999,PROVEEDORES,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,161695999,PROVEEDORES,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,192595001,CALIFICADORA DE VALORES,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250105040,CALIFICADORA,0,"-1569989,31"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250110010,COMISION CUSTODIA FIJA,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250110033,COMISION CUSTODIO,"-6767299,82","-3002316,27"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250295034,MERCADO ELECTRONICO COLOMBIANO (MEC),0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250295038,COMISION SAE CUSTODIO,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250295050,OTROS PROVEEDORES,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,250305020,RETENCION PROVEEDORES,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,253105003,CUENTA CORRIENTE IBA,0,0
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,253105110,CUENTA COMPENSACION,-1001487572,"-254042582,6"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,352510010,PARTICIPACIONES POR IDENTIFICAR,"-109724916,5","-116093417,3"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,410705115,OTROS EMISORES NACIONALES,0,-3690187950
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495002,"(FE) BCO BOGOTA Cta No,049335052",0,"-852817,43"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495004,"(FE) BANCOLOMBIA Cta No, 69000008136",0,"-47992232,21"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495007,"(FE) BANCO BBVA Cta No, 895000075",0,"-545646,81"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495083,"(60) OCCIDENTE Cta No,288839293",0,-510394274
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495196,"(60) BANCOLOMBIA Cau No,17823311257",0,"-1188368,05"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495300,INTERESES TÍTULOS,0,-14801218315
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,411495999,OTROS,0,"-56578,79"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,419595025,PENALIZACIONES,0,"-11585117,14"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,510440010,COMPDE TRANSFERENCIA EN OPER REPO,0,282360
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,510605105,TÍTULOS DE TESORERÍA -TES,0,8261169171
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,511325010,COMISION CUSTODIA FIJA,0,"34935891,04"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,511512010,GASTOS BANCARIOS,0,"50565583,6"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,511548010,"COMISION DE ADMINISTRACION R,F,",0,1907387560
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,512505115,OTROS EMISORES NACIONALES,0,1666182750
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,514005011,IMPOVENTAS,0,"1427225,82"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,519095004,MERCADO ELECTRONICO COLOMBIA (MEC),0,"298534,16"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,519095007,SAE CUSTODIO,0,"893286,18"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,519095999,OTROS,0,"3,25"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,590505020,UTILIDAD/PERDIDA PAGADA EN REDENCIONES,0,12828937270
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,840505010,ACREEDORAS POR CONTRA,0,0
175,FCP TC LATAM COMPARTIMENTO A,411495002,"(LA) BANCOLOMBIA PANAMA CTA,80100001881",0,"-1432739,9"
175,FCP TC LATAM COMPARTIMENTO A,411495999,OTROS,0,"-175881049,4"
175,FCP TC LATAM COMPARTIMENTO A,413515010,DIFERENCIA EN CAMBIO,0,"-219538614,1"
175,FCP TC LATAM COMPARTIMENTO A,414515010,ARRENDAMIENTO INMUEBLES IVA 19%,0,"-8643837,04"
175,FCP TC LATAM COMPARTIMENTO A,510605120,EMISORES EXTRANJEROS,0,0
175,FCP TC LATAM COMPARTIMENTO A,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,1891652483
175,FCP TC LATAM COMPARTIMENTO A,511325010,COMISION CUSTODIA FIJA,0,"2421649,31"
175,FCP TC LATAM COMPARTIMENTO A,511512010,GASTOS BANCARIOS,0,"655616,77"
175,FCP TC LATAM COMPARTIMENTO A,511548010,"COMISION DE ADMINISTRACION R,F,",0,"12494695,56"
175,FCP TC LATAM COMPARTIMENTO A,513095090,OTROS HONORARIOS,0,"6270081,12"
175,FCP TC LATAM COMPARTIMENTO A,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,"413850,53"
175,FCP TC LATAM COMPARTIMENTO A,519095010,ADMINISTRACION DE ARRENDAMIENTOS,0,"947134,05"
175,FCP TC LATAM COMPARTIMENTO A,519095050,GASTOS REEMBOLSABLES,0,"114568519,4"
175,FCP TC LATAM COMPARTIMENTO A,810505115,OTROS EMISORES NACIONALES,0,"133973916,2"
175,FCP TC LATAM COMPARTIMENTO A,810505205,EMISORES NACIONALES,464373177,"237795353,6"
175,FCP TC LATAM COMPARTIMENTO A,829595999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,-1523995181,-1395713782
175,FCP TC LATAM COMPARTIMENTO A,840505999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,1523995181,1395713782
176,FCP TC LATAM - COMPARTIMENTO B,130115115,OTROS EMISORES NACIONALES,0,"38120686,6"
176,FCP TC LATAM - COMPARTIMENTO B,161205010,ARRENDAMIENTOS DE BIENES PROPIOS,0,0
176,FCP TC LATAM - COMPARTIMENTO B,161695529,"(TB) BANCOLOMBIA Cau No,03141537287","3153,19","35932,26"
176,FCP TC LATAM - COMPARTIMENTO B,182705010,PROPIEDADES DE INVERSION,"151446349,9","151446349,9"
176,FCP TC LATAM - COMPARTIMENTO B,192595030,AMORTIZACIÓN COMISIÓN DE ADMÓN,0,0
176,FCP TC LATAM - COMPARTIMENTO B,250105010,HONORARIOS,0,0
176,FCP TC LATAM - COMPARTIMENTO B,250110010,COMISION CUSTODIA FIJA,0,0
176,FCP TC LATAM - COMPARTIMENTO B,250110015,COMISION DE ADMINISTRACION,0,0
176,FCP TC LATAM - COMPARTIMENTO B,250340010,SOBRE LAS VENTAS POR PAGAR 19%,"-309371,6","-160070,7"
176,FCP TC LATAM - COMPARTIMENTO B,253105220,CUENTA COMPENSACION DIVISAS,0,0
176,FCP TC LATAM - COMPARTIMENTO B,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-1757057257,-1148258130
176,FCP TC LATAM - COMPARTIMENTO B,410805300,EMISORES NACIONALES,0,0
176,FCP TC LATAM - COMPARTIMENTO B,413515010,DIFERENCIA EN CAMBIO,0,"-46033032,84"
176,FCP TC LATAM - COMPARTIMENTO B,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,"540468251,3"
176,FCP TC LATAM - COMPARTIMENTO B,511325010,COMISION CUSTODIA FIJA,0,"691899,8"
176,FCP TC LATAM - COMPARTIMENTO B,511512010,GASTOS BANCARIOS,0,"542870,99"
176,FCP TC LATAM - COMPARTIMENTO B,513015003,REVISORIA FISCAL,0,"1799354,22"
176,FCP TC LATAM - COMPARTIMENTO B,513095090,OTROS HONORARIOS,0,"1791451,76"
176,FCP TC LATAM - COMPARTIMENTO B,513535010,POR REEXPRESION DE OTROS ACTIVOS,0,"59457680,21"
186,FCP TC LATAM COMPARTIMENTO C,111505522,"(TC) BANCOLOMBIA Cta No,03141537601",1610694713,2808361157
186,FCP TC LATAM COMPARTIMENTO C,130115115,OTROS EMISORES NACIONALES,0,1477771290
186,FCP TC LATAM COMPARTIMENTO C,136000300,INVERSIONES DERECHOS FIDUCIARIOS,2267548550,2267548550
186,FCP TC LATAM COMPARTIMENTO C,161205010,ARRENDAMIENTOS DE BIENES PROPIOS,0,0
186,FCP TC LATAM COMPARTIMENTO C,161695003,"(LC) BANCOLOMBIA Cta No, 69000002515","2559,36","3362,7"
186,FCP TC LATAM COMPARTIMENTO C,161695015,GASTOS VARIOS DE ADMON,0,0
186,FCP TC LATAM COMPARTIMENTO C,161695045,CUENTA CORRIENTE,1477771290,"1410739,78"
186,FCP TC LATAM COMPARTIMENTO C,161695522,"(TC) BANCOLOMBIA Cau No,03141537601","260889,46","1366061,75"
186,FCP TC LATAM COMPARTIMENTO C,163035010,IVA DESCONTABLE 19%,"1116832,4","583625,3"
186,FCP TC LATAM COMPARTIMENTO C,192595030,AMORTIZACIÓN COMISIÓN DE ADMÓN,0,0
186,FCP TC LATAM COMPARTIMENTO C,250105010,HONORARIOS,0,0
186,FCP TC LATAM COMPARTIMENTO C,250110010,COMISION CUSTODIA FIJA,0,0
186,FCP TC LATAM COMPARTIMENTO C,253105003,CUENTA CORRIENTE IBA,0,0
186,FCP TC LATAM COMPARTIMENTO C,253105110,CUENTA COMPENSACION,-1422598590,-3584659237
186,FCP TC LATAM COMPARTIMENTO C,411495522,"(TC) BANCOLOMBIA Cau No,03141537601",0,"-26689470,98"
186,FCP TC LATAM COMPARTIMENTO C,411495999,OTROS,0,"-0,06"
186,FCP TC LATAM COMPARTIMENTO C,414515010,ARRENDAMIENTO INMUEBLES IVA 19%,0,"-82425160,3"
186,FCP TC LATAM COMPARTIMENTO C,510805010,POR DISMINUCIÓN EN VALOR RAZONABLE,0,0
186,FCP TC LATAM COMPARTIMENTO C,511512010,GASTOS BANCARIOS,0,"802727,96"
186,FCP TC LATAM COMPARTIMENTO C,511548010,"COMISION DE ADMINISTRACION R,F,",0,"6521192,64"
186,FCP TC LATAM COMPARTIMENTO C,511595015,OTRAS COMISIONES,0,"5340624,6"
186,FCP TC LATAM COMPARTIMENTO C,514005011,IMPOVENTAS,0,"1528834,94"
186,FCP TC LATAM COMPARTIMENTO C,519095010,ADMINISTRACION DE ARRENDAMIENTOS,0,"9031599,66"
186,FCP TC LATAM COMPARTIMENTO C,519095999,OTROS,0,0
186,FCP TC LATAM COMPARTIMENTO C,810505205,EMISORES NACIONALES,2267548550,2267548550
187,FCP TC LATAM COMPARTIMENTO D,111505431,"(TED) BANCOLOMBIA Cta No,03141537767","166827959,9",220138972
187,FCP TC LATAM COMPARTIMENTO D,130115115,OTROS EMISORES NACIONALES,0,"61246769,12"
187,FCP TC LATAM COMPARTIMENTO D,130120120,EMISORES EXTRANJEROS,"316948547,9",0
187,FCP TC LATAM COMPARTIMENTO D,136000300,INVERSIONES DERECHOS FIDUCIARIOS,"83865325,6","83865325,6"
187,FCP TC LATAM COMPARTIMENTO D,161205010,ARRENDAMIENTOS DE BIENES PROPIOS,0,0
187,FCP TC LATAM COMPARTIMENTO D,161695015,GASTOS VARIOS DE ADMON,0,"4,09"
187,FCP TC LATAM COMPARTIMENTO D,161695045,CUENTA CORRIENTE,"61246769,12","330553594,6"
187,FCP TC LATAM COMPARTIMENTO D,169895010,DETERIORO OTRAS CUENTAS POR COBRAR,0,"-72569251,1"
187,FCP TC LATAM COMPARTIMENTO D,182705010,PROPIEDADES DE INVERSION,"186335426,2","186335426,2"
187,FCP TC LATAM COMPARTIMENTO D,192595030,AMORTIZACIÓN COMISIÓN DE ADMÓN,0,0
187,FCP TC LATAM COMPARTIMENTO D,250105010,HONORARIOS,0,0
176,FCP TC LATAM - COMPARTIMENTO B,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,"99231,19"
176,FCP TC LATAM - COMPARTIMENTO B,517040010,DE INVERSIONES,0,"76522565,94"
176,FCP TC LATAM - COMPARTIMENTO B,519095010,ADMINISTRACION DE ARRENDAMIENTOS,0,"270609,72"
176,FCP TC LATAM - COMPARTIMENTO B,519095050,GASTOS REEMBOLSABLES,0,"32733624,76"
176,FCP TC LATAM - COMPARTIMENTO B,810505115,OTROS EMISORES NACIONALES,0,"38120686,6"
176,FCP TC LATAM - COMPARTIMENTO B,810505205,EMISORES NACIONALES,"132677031,6","67941529,61"
176,FCP TC LATAM - COMPARTIMENTO B,829595999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,"-284506310,7","-260558159,3"
176,FCP TC LATAM - COMPARTIMENTO B,840505999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,"284506310,7","260558159,3"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505001,"(FE) DAVIVIENDA Cta No,482800036006",3942248564,"173077811,5"
178,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,111505003,"(FE) OCCIDENTE Cta No, 219885886","878003462,5","94460214,84"
